Introdução a Sistemas de Informação,Programação Orientada a Objetos,Introdução à Teoria da Computação,Arquitetura de Computadores,Prática e Gerenciamento de Projetos,Modelagem da Organização,Gestão de Sistemas de Informação,Evolução Histórica da Computação e Aplicações,Contabilidade para Computação,Modelagem da Produção,Fundamentos de Economia,|Computadores, Sociedade e Ética Profissional|,Estágio Supervisionado I,Estágio Supervisionado II,Atividades Acadêmicas Científicas e Culturais I,Introdução à Pesquisa Operacional,Atividades Acadêmicas Científicas e Culturais II,Inteligência Artificial,Redes de Computadores,Atividades Acadêmicas Científicas e Culturais III,Engenharia de Segurança,Atividades Acadêmicas Científicas e Culturais IV
Técnicas de Programação I,Conceitos Fundamentais de Linguagens de Programação,Introdução à Lógica e Verificação de Programas,Cálculo Diferencial e Integral II,Álgebra Linear I,Funções Diferenciáveis e Séries,Integração na Universidade e na Profissão,Caminhos no Bacharelado em Ciência da Computação,Modelagem e Simulação
Introdução à Ciência de Computação I,Laboratório de Introdução à Ciência de Computação I,Elementos de Lógica Digital,Algoritmos e Estruturas de Dados I,Introdução à Ciência de Computação II,Organização de Computadores Digitais,Algoritmos e Estruturas de Dados II,Sistemas Operacionais I,|Matrizes, Vetores e Geometria Analítica|,Matemática Discreta,Cálculo I,Introdução à Estatística,Análise e Projeto Orientados a Objetos,Empreendedorismo,Interação Usuário-Computador,Cálculo Numérico,Bases de Dados,Laboratório de Bases de Dados,Engenharia de Software
