Eletrônica para Computação,Programação Orientada a Objetos,Arquitetura de Computadores,Sistemas de Informação,Cálculo III,Estatística,Informação Profissional em Ciências da Computação,Evolução Histórica da Computação e Aplicações,Computadores e Sociedade I,Projeto Supervisionado I,Projeto Supervisionado II,Física Básica I,Laboratório de Física Geral I,Computação Gráfica,Processos Estocásticos,Inteligência Artificial,Introdução ao Desenvolvimento Web
Projetos Digitais e Microprocessadores,Algoritmos e Teoria dos Grafos,Introdução a Teoria Geral da Administração,Análise de Algoritmos,Introdução a Álbebra,Metodologia Científica,Oficina de Computação,Técnicas Alternativas de Programação,Estatística II,Introdução à Computação Científica,Redes de Computadores II,Projeto de Software,Inteligência Artificial,Sistemas de Bancos de Dados,Engenharia de Software,Construção de Compiladores
Introdução à Ciência de Computação I,Laboratório de Introdução à Ciência de Computação I,Prática em Lógica Digital,Introdução à Lógica Digital,Introdução à Ciência de Computação II,Algoritmos e Estruturas de Dados I,Prática em Sistemas Digitais,Sistemas Digitais,Organização de Arquivos,Modelagem Computacional em Grafos,Algoritmos Avançados e Aplicações,Sistemas Operacionais I,Teoria da Computação e Linguagens Formais,Geometria Analítica,Cálculo I,Matemática Discreta I,Cálculo II,Cálculo IV,Álgebra Linear e Equações Diferenciais,Organização de Computadores Digitais I,Bases de Dados,Cálculo Numérico,Engenharia de Software,Redes de Computadores,Programação Matemática,Programação Concorrente,Linguagens de Programação e Compiladores
