Elementos de Lógica Digital,Introdução a Sistemas de Informação,Arquitetura de Computadores,Prática e Gerenciamento de Projetos,Modelagem da Organização,Gestão de Sistemas de Informação,Matemática Discreta,Introdução à Estatística,Evolução Histórica da Computação e Aplicações,Contabilidade para Computação,Modelagem da Produção,Fundamentos de Economia,Empreendedorismo,|Computadores, Sociedade e Ética Profissional|,Estágio Supervisionado I,Estágio Supervisionado II,Atividades Acadêmicas Científicas e Culturais I,Introdução à Pesquisa Operacional,Atividades Acadêmicas Científicas e Culturais II,Atividades Acadêmicas Científicas e Culturais III,Engenharia de Segurança,Atividades Acadêmicas Científicas e Culturais IV
SEMANTICA DE LINGUAGENS,ANALISE DE ALGORITMOS,COMPUTABILIDADE,CALCULO A VARIAS VARIAVEIS I,PROBABILIDADE E ESTATISTICA,EQUACOES DIFER E DE DIFERENCAS,ESTRUTURAS DISCRETAS,LOGICA PARA COMPUTACAO,O HUMANO E O FENOM RELIGIOSO,ETICA CRISTA,ETICA SOCIOAMBIENT DIR HUMANOS,Mecânica Newtoniana,LAB DE MECANICA NEWTONIANA,INTRODUCAO A PROGRAMACAO,MODELAGEM DE DADOS,PROGRAMACAO MODULAR,ENGENHARIA DE REQUISITOS,COMPILADORES,ESPEC/ANAL FORMAL DE SISTEMAS
Introdução à Ciência de Computação I,Laboratório de Introdução à Ciência de Computação I,Algoritmos e Estruturas de Dados I,Introdução à Ciência de Computação II,Organização de Computadores Digitais,Algoritmos e Estruturas de Dados II,Programação Orientada a Objetos,Introdução à Teoria da Computação,Sistemas Operacionais I,|Matrizes, Vetores e Geometria Analítica|,Cálculo I,Análise e Projeto Orientados a Objetos,Interação Usuário-Computador,Cálculo Numérico,Bases de Dados,Inteligência Artificial,Laboratório de Bases de Dados,Engenharia de Software,Redes de Computadores
