Organização de Arquivos,Algebra 1,Lógica Computacional 1,Computação Experimental,Trabalho de Graduação 1,Trabalho de Graduação 2,CIRCUITOS DIGITAIS,Metodologia Científica,Segurança Computacional
ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES I,ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES II,CIRCUITOS DIGITAIS,CLASSIFICAÇÃO E PESQUISA DE DADOS,TEORIA DA COMPUTAÇÃO N,CÁLCULO E GEOMETRIA ANALÍTICA II - A,LÓGICA PARA COMPUTAÇÃO,SEMÂNTICA FORMAL N,TÉCNICAS DE CONSTRUÇÃO DE PROGRAMAS,EMPREENDIMENTO EM INFORMÁTICA,ALGORÍTMOS E PROGRAMAÇÃO - CIC,FUNDAMENTOS DE PROCESSAMENTO DE IMAGENS,ORGANIZAÇÃO DE COMPUTADORES B,ENGENHARIA DE SOFTWARE N,FUNDAMENTOS DE COMPUTAÇÃO GRÁFICA,OTIMIZAÇÃO COMBINATÓRIA,FUNDAMENTOS DE TOLERÂNCIA A FALHAS
Autômatos e Computabilidade,ESTRUTURAS DE DADOS,Fundamentos de Sistemas Operacionais,Introdução aos Sistemas Computacionais,LINGUAGENS DE PROGRAMACAO,ORGANIZACAO E ARQUITETURA DE COMPUTADORES,Projeto e Análise de Algoritmos,SISTEMAS DE INFORMACAO,Teoria e Aplicação de Grafos,Cálculo 1,Cálculo 2,Fundamentos Teóricos da Computação,INTRODUCAO A ALGEBRA LINEAR,Probabilidade e Estatística,SOFTWARE BASICO,INFORMATICA E SOCIEDADE,Algoritmos e Programação de Computadores,BANCOS DE DADOS,CALCULO NUMERICO,Compiladores,ENGENHARIA DE SOFTWARE,INTRODUCAO A INTELIGENCIA ARTIFICIAL,INTRODUCAO A INTELIGENCIA ARTIFICIAL,Programação Concorrente,Redes de Computadores,Tecnicas de Programação 1,Tecnicas de Programação 2
