FISICA PARA COMPUTACAO,SISTEMAS DIGITAIS,INFORMATICA TEORICA,PARADIGMAS LING.COMPUTACIONAIS,ESTATIST PROBABILIDADE COMPUTACAO,INFORMATICA E SOCIEDADE,INGLES PARA COMPUTACAO,HISTORIA E FUTURO DA COMPUTACAO,METODOL EXPRESSAO TEC-CIENTIFICA,INTRODUCAO A COMPUTACAO,INFRA-ESTRUTURA DE HARDWARE,PROCESSAMENTO GRAFICO,SISTEMAS INTELIGENTES,INTRODUÇÃO A MULTIMIDIA,PROJETO DE DESENVOLVIMENTO
INTROD ARQ DE COMPUTADORES,PROGRAMACAO II,SOFTWARE BASICO,LING FORMAIS E AUTOMATOS,SEMANTICA DE LINGUAGENS,COMPUTABILIDADE,CALCULO A VARIAS VARIAVEIS I,PROBABILIDADE E ESTATISTICA,EQUACOES DIFER E DE DIFERENCAS,O HUMANO E O FENOM RELIGIOSO,ETICA CRISTA,ETICA SOCIOAMBIENT DIR HUMANOS,Mecânica Newtoniana,LAB DE MECANICA NEWTONIANA,INTR INT HUMANO-COMPUTADOR,MODELAGEM DE DADOS,BANCOS DE DADOS,ENGENHARIA DE REQUISITOS,ANALISE NUMERICA I,PROGRAMACAO ORIENTADA OBJETOS,COMPILADORES,ESPEC/ANAL FORMAL DE SISTEMAS,INTELIGENCIA ARTIFICIAL,TESTE DE SOFTWARE
ALGORITMOS E ESTRUTURAS DE DADOS,INFRA-ESTRUTURA DE SOFTWARE,GERENCIAMENTO DADOS E INFORMACAO,CALCULO DIFERENCIAL E INTEGRAL 1,MATEMAT DISCRETA P/COMPUTACAO,LOGICA PARA COMPUTACAO,ALGEBRA VET LINEAR P/COMPUTACAO,INTRODUCAO A PROGRAMACAO,INFRA-ESTRUTURA DE COMUNICACAO,ENGENHARIA SOFTWARE E SISTEMAS,INTERFACES USUARIO-MAQUINA,TEO.IMPLEMEN.LING. COMPUTACIONAIS
