CIRCUITOS DIGITAIS,CLASSIFICAÇÃO E PESQUISA DE DADOS,CÁLCULO E GEOMETRIA ANALÍTICA I - A,FUNDAMENTOS DE ALGORITMOS,CÁLCULO E GEOMETRIA ANALÍTICA II - A,PROBABILIDADE E ESTATÍSTICA,TÉCNICAS DE CONSTRUÇÃO DE PROGRAMAS,EMPREENDIMENTO EM INFORMÁTICA,FUNDAMENTOS DE PROCESSAMENTO DE IMAGENS,ORGANIZAÇÃO DE COMPUTADORES B,ENGENHARIA DE SOFTWARE N,FUNDAMENTOS DE COMPUTAÇÃO GRÁFICA,MODELOS DE LINGUAGEM DE PROGRAMAÇÃO,FUNDAMENTOS DE TOLERÂNCIA A FALHAS
PROGRAMACAO II,CALCULO DE UMA VARIAVEL,CALCULO A VARIAS VARIAVEIS I,PROBABILIDADE E ESTATISTICA,EQUACOES DIFER E DE DIFERENCAS,LOGICA PARA COMPUTACAO,O HUMANO E O FENOM RELIGIOSO,ETICA CRISTA,ETICA SOCIOAMBIENT DIR HUMANOS,Mecânica Newtoniana,LAB DE MECANICA NEWTONIANA,MODELAGEM DE DADOS,PROGRAMACAO MODULAR,ENGENHARIA DE REQUISITOS,PROGRAMACAO ORIENTADA OBJETOS,MODELAGEM DE SOFTWARE,ESPEC/ANAL FORMAL DE SISTEMAS,INTELIGENCIA ARTIFICIAL,TESTE DE SOFTWARE
INTRODUÇÃO À ARQUITETURA DE COMPUTADORES,ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES I,ESTRUTURAS DE DADOS,ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES II,LINGUAGENS FORMAIS E AUTÔMATOS N,TEORIA DA COMPUTAÇÃO N,COMPLEXIDADE DE ALGORITMOS - B,SISTEMAS OPERACIONAIS I N,MATEMÁTICA DISCRETA B,ÁLGEBRA LINEAR I - A,LÓGICA PARA COMPUTAÇÃO,TEORIA DOS GRAFOS E ANÁLISE COMBINATÓRIA,SEMÂNTICA FORMAL N,ALGORÍTMOS E PROGRAMAÇÃO - CIC,CÁLCULO NUMÉRICO A,FUNDAMENTOS DE BANCO DE DADOS,INTELIGÊNCIA ARTIFICIAL,OTIMIZAÇÃO COMBINATÓRIA,COMPILADORES,INTERAÇÃO HOMEM-COMPUTADOR,REDES DE COMPUTADORES N,SISTEMAS OPERACIONAIS II N
