FISICA PARA COMPUTACAO,SISTEMAS DIGITAIS,PARADIGMAS LING.COMPUTACIONAIS,CALCULO DIFERENCIAL E INTEGRAL 1,INFORMATICA E SOCIEDADE,INGLES PARA COMPUTACAO,HISTORIA E FUTURO DA COMPUTACAO,METODOL EXPRESSAO TEC-CIENTIFICA,ALGEBRA VET LINEAR P/COMPUTACAO,INTRODUCAO A COMPUTACAO,INFRA-ESTRUTURA DE HARDWARE,INTERFACES USUARIO-MAQUINA,INTRODUÇÃO A MULTIMIDIA
ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES I,ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES II,CIRCUITOS DIGITAIS,CLASSIFICAÇÃO E PESQUISA DE DADOS,LINGUAGENS FORMAIS E AUTÔMATOS N,TEORIA DA COMPUTAÇÃO N,SISTEMAS OPERACIONAIS I N,CÁLCULO E GEOMETRIA ANALÍTICA I - A,ÁLGEBRA LINEAR I - A,CÁLCULO E GEOMETRIA ANALÍTICA II - A,TEORIA DOS GRAFOS E ANÁLISE COMBINATÓRIA,SEMÂNTICA FORMAL N,EMPREENDIMENTO EM INFORMÁTICA,ALGORÍTMOS E PROGRAMAÇÃO - CIC,CÁLCULO NUMÉRICO A,FUNDAMENTOS DE BANCO DE DADOS,FUNDAMENTOS DE PROCESSAMENTO DE IMAGENS,ORGANIZAÇÃO DE COMPUTADORES B,MODELOS DE LINGUAGEM DE PROGRAMAÇÃO,OTIMIZAÇÃO COMBINATÓRIA,COMPILADORES,FUNDAMENTOS DE TOLERÂNCIA A FALHAS,INTERAÇÃO HOMEM-COMPUTADOR
ALGORITMOS E ESTRUTURAS DE DADOS,INFRA-ESTRUTURA DE SOFTWARE,GERENCIAMENTO DADOS E INFORMACAO,INFORMATICA TEORICA,MATEMAT DISCRETA P/COMPUTACAO,ESTATIST PROBABILIDADE COMPUTACAO,LOGICA PARA COMPUTACAO,INTRODUCAO A PROGRAMACAO,INFRA-ESTRUTURA DE COMUNICACAO,ENGENHARIA SOFTWARE E SISTEMAS,PROCESSAMENTO GRAFICO,SISTEMAS INTELIGENTES,PROJETO DE DESENVOLVIMENTO,TEO.IMPLEMEN.LING. COMPUTACIONAIS
