Organização de Arquivos,Algebra 1,Probabilidade e Estatística,SOFTWARE BASICO,Computação Experimental,INFORMATICA E SOCIEDADE,Trabalho de Graduação 1,Trabalho de Graduação 2,CALCULO NUMERICO,CIRCUITOS DIGITAIS,Metodologia Científica,Programação Concorrente,Segurança Computacional,Tecnicas de Programação 1,Tecnicas de Programação 2
PROGRAMACAO II,SOFTWARE BASICO,SISTEMAS DE COMPUTACAO,SEMANTICA DE LINGUAGENS,COMPUTABILIDADE,CALCULO A VARIAS VARIAVEIS I,PROBABILIDADE E ESTATISTICA,LOGICA PARA COMPUTACAO,O HUMANO E O FENOM RELIGIOSO,ETICA CRISTA,ETICA SOCIOAMBIENT DIR HUMANOS,Mecânica Newtoniana,LAB DE MECANICA NEWTONIANA,PROGRAMACAO MODULAR,BANCOS DE DADOS,ENGENHARIA DE REQUISITOS,ANALISE NUMERICA I,MODELAGEM DE SOFTWARE,ESPEC/ANAL FORMAL DE SISTEMAS,TESTE DE SOFTWARE
Autômatos e Computabilidade,ESTRUTURAS DE DADOS,Fundamentos de Sistemas Operacionais,Introdução aos Sistemas Computacionais,LINGUAGENS DE PROGRAMACAO,ORGANIZACAO E ARQUITETURA DE COMPUTADORES,Projeto e Análise de Algoritmos,SISTEMAS DE INFORMACAO,Teoria e Aplicação de Grafos,Cálculo 1,Cálculo 2,Fundamentos Teóricos da Computação,INTRODUCAO A ALGEBRA LINEAR,Lógica Computacional 1,Algoritmos e Programação de Computadores,BANCOS DE DADOS,Compiladores,ENGENHARIA DE SOFTWARE,INTRODUCAO A INTELIGENCIA ARTIFICIAL,INTRODUCAO A INTELIGENCIA ARTIFICIAL,Redes de Computadores
