Autômatos e Computabilidade,Fundamentos de Sistemas Operacionais,Introdução aos Sistemas Computacionais,Organização de Arquivos,Teoria e Aplicação de Grafos,Algebra 1,Probabilidade e Estatística,SOFTWARE BASICO,Computação Experimental,INFORMATICA E SOCIEDADE,Trabalho de Graduação 1,Trabalho de Graduação 2,BANCOS DE DADOS,CALCULO NUMERICO,Compiladores,INTRODUCAO A INTELIGENCIA ARTIFICIAL,INTRODUCAO A INTELIGENCIA ARTIFICIAL,Metodologia Científica,Programação Concorrente,Redes de Computadores,Segurança Computacional,Tecnicas de Programação 1,Tecnicas de Programação 2
Técnicas de Programação I,Algoritmos e Estruturas de Dados II,Cálculo Diferencial e Integral I,Vetores e Geometria,Introdução à Probabilidade e à Estatística,Funções Diferenciáveis e Séries,Integração na Universidade e na Profissão,Caminhos no Bacharelado em Ciência da Computação,Língua Portuguesa,Modelagem e Simulação
ESTRUTURAS DE DADOS,LINGUAGENS DE PROGRAMACAO,ORGANIZACAO E ARQUITETURA DE COMPUTADORES,Projeto e Análise de Algoritmos,SISTEMAS DE INFORMACAO,Cálculo 1,Cálculo 2,Fundamentos Teóricos da Computação,INTRODUCAO A ALGEBRA LINEAR,Lógica Computacional 1,Algoritmos e Programação de Computadores,CIRCUITOS DIGITAIS,ENGENHARIA DE SOFTWARE
