Elementos de Lógica Digital,Programação Orientada a Objetos,Prática e Gerenciamento de Projetos,Gestão de Sistemas de Informação,Evolução Histórica da Computação e Aplicações,Contabilidade para Computação,Fundamentos de Economia,|Computadores, Sociedade e Ética Profissional|,Estágio Supervisionado I,Estágio Supervisionado II,Cálculo Numérico,Atividades Acadêmicas Científicas e Culturais I,Introdução à Pesquisa Operacional,Atividades Acadêmicas Científicas e Culturais II,Inteligência Artificial,Atividades Acadêmicas Científicas e Culturais III,Atividades Acadêmicas Científicas e Culturais IV
Circuitos Lógicos,Projetos Digitais e Microprocessadores,Algoritmos e Estruturas de Dados III,Software Básico,Algoritmos e Teoria dos Grafos,Introdução a Teoria Geral da Administração,Geometria Analítica I,Cálculo Diferencial e Integral II,Introdução a Álbebra,Metodologia Científica,Técnicas Alternativas de Programação,Estatística II,Introdução à Computação Científica,Inteligência Artificial,Sistemas de Bancos de Dados,Construção de Compiladores
Introdução à Ciência de Computação I,Laboratório de Introdução à Ciência de Computação I,Introdução a Sistemas de Informação,Algoritmos e Estruturas de Dados I,Introdução à Ciência de Computação II,Organização de Computadores Digitais,Algoritmos e Estruturas de Dados II,Introdução à Teoria da Computação,Arquitetura de Computadores,Sistemas Operacionais I,Modelagem da Organização,|Matrizes, Vetores e Geometria Analítica|,Matemática Discreta,Cálculo I,Introdução à Estatística,Análise e Projeto Orientados a Objetos,Modelagem da Produção,Empreendedorismo,Interação Usuário-Computador,Bases de Dados,Laboratório de Bases de Dados,Engenharia de Software,Redes de Computadores,Engenharia de Segurança
