Contabilidade para Computação,Fundamentos de Economia,Empreendedorismo,Atividades Acadêmicas Científicas e Culturais I,Atividades Acadêmicas Científicas e Culturais II,Atividades Acadêmicas Científicas e Culturais III,Engenharia de Segurança,Atividades Acadêmicas Científicas e Culturais IV
Introdução à Lógica Digital,Eletrônica para Computação,Prática em Sistemas Digitais,Sistemas Digitais,Modelagem Computacional em Grafos,Algoritmos Avançados e Aplicações,Cálculo II,Cálculo III,Cálculo IV,Álgebra Linear e Equações Diferenciais,Informação Profissional em Ciências da Computação,Física Básica I,Laboratório de Física Geral I,Computação Gráfica,Processos Estocásticos,Programação Concorrente,Linguagens de Programação e Compiladores,Introdução ao Desenvolvimento Web
Introdução à Ciência de Computação I,Laboratório de Introdução à Ciência de Computação I,Elementos de Lógica Digital,Introdução a Sistemas de Informação,Algoritmos e Estruturas de Dados I,Introdução à Ciência de Computação II,Organização de Computadores Digitais,Algoritmos e Estruturas de Dados II,Programação Orientada a Objetos,Introdução à Teoria da Computação,Arquitetura de Computadores,Sistemas Operacionais I,Prática e Gerenciamento de Projetos,Modelagem da Organização,Gestão de Sistemas de Informação,|Matrizes, Vetores e Geometria Analítica|,Matemática Discreta,Cálculo I,Introdução à Estatística,Evolução Histórica da Computação e Aplicações,Análise e Projeto Orientados a Objetos,Modelagem da Produção,|Computadores, Sociedade e Ética Profissional|,Estágio Supervisionado I,Estágio Supervisionado II,Interação Usuário-Computador,Cálculo Numérico,Bases de Dados,Introdução à Pesquisa Operacional,Inteligência Artificial,Laboratório de Bases de Dados,Engenharia de Software,Redes de Computadores
