Análise de Algoritmos,Fundamentos de Sistemas,Organização de Arquivos e Dados,Análise Combinatória,Administração,Computadores e Sociedade,Comunicação e Expressão,Contabilidade e Custos,Direito e Legislação,Economia,Empreendedorismo,Estágio,Filosofia,Informática na Educação,Métodos Quantitativos Aplicados à Administração de Empresas,Sociologia,Psicologia,Circuitos Eletrônicos,Física,Análise de Desempenho,Circuitos Integrados,Compiladores,Computação Gráfica,Automação e Controle,Inteligência Artificial,Interação Humano-Computador,Métodos Formais,Modelagem e Simulação,Processamento Digital de Sinais,Processamento de Imagens,Programação Paralela,Redes de Computadores,Segurança e Auditoria de Sistemas,Sistemas Digitais,Sistemas Multimídia,Tolerância a Falhas,Telecomunicações
Introdução à Computação,Análise de Algoritmos,Fundamentos de Matemática para a Computação,Cálculo Diferencial e Integral I,Funções Diferenciáveis e Séries,Integração na Universidade e na Profissão,Caminhos no Bacharelado em Ciência da Computação,Modelagem e Simulação
Algoritmos e Estruturas de Dados,Arquitetura e Organização de Computadores,Circuitos Digitais,Linguagens de Programação,Sistemas Operacionais,Teoria dos Grafos,Álgebra Linear,Cálculo Diferencial e Integral,Equações Diferenciais,Geometria Analítica,Lógica Matemática,Matemática Discreta,Probabilidade e Estatística,Inglês,Bancos de Dados,Engenharia de Software,Matemática Computacional,Sistemas Distribuídos,Sistemas Embarcados
