Autômatos e Computabilidade,Organização de Arquivos,SISTEMAS DE INFORMACAO,Teoria e Aplicação de Grafos,Cálculo 2,Lógica Computacional 1,SOFTWARE BASICO,Trabalho de Graduação 1,Trabalho de Graduação 2,BANCOS DE DADOS,CALCULO NUMERICO,Compiladores,Metodologia Científica
FISICA PARA COMPUTACAO,INFRA-ESTRUTURA DE SOFTWARE,PARADIGMAS LING.COMPUTACIONAIS,LOGICA PARA COMPUTACAO,INGLES PARA COMPUTACAO,HISTORIA E FUTURO DA COMPUTACAO,METODOL EXPRESSAO TEC-CIENTIFICA,INTRODUCAO A COMPUTACAO,INTRODUÇÃO A MULTIMIDIA,PROJETO DE DESENVOLVIMENTO,TEO.IMPLEMEN.LING. COMPUTACIONAIS
ESTRUTURAS DE DADOS,Fundamentos de Sistemas Operacionais,Introdução aos Sistemas Computacionais,LINGUAGENS DE PROGRAMACAO,ORGANIZACAO E ARQUITETURA DE COMPUTADORES,Projeto e Análise de Algoritmos,Algebra 1,Cálculo 1,Fundamentos Teóricos da Computação,INTRODUCAO A ALGEBRA LINEAR,Probabilidade e Estatística,Computação Experimental,INFORMATICA E SOCIEDADE,Algoritmos e Programação de Computadores,CIRCUITOS DIGITAIS,ENGENHARIA DE SOFTWARE,INTRODUCAO A INTELIGENCIA ARTIFICIAL,INTRODUCAO A INTELIGENCIA ARTIFICIAL,Programação Concorrente,Redes de Computadores,Segurança Computacional,Tecnicas de Programação 1,Tecnicas de Programação 2
