Introdução à Ciência de Computação II,Programação Orientada a Objetos,Algoritmos Avançados e Aplicações,Sistemas de Informação,Cálculo III,Informação Profissional em Ciências da Computação,Evolução Histórica da Computação e Aplicações,Computadores e Sociedade I,Projeto Supervisionado I,Projeto Supervisionado II,Física Básica I,Laboratório de Física Geral I,Processos Estocásticos,Introdução ao Desenvolvimento Web
INTRODUÇÃO À ARQUITETURA DE COMPUTADORES,ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES I,ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES II,TEORIA DA COMPUTAÇÃO N,COMPLEXIDADE DE ALGORITMOS - B,SISTEMAS OPERACIONAIS I N,FUNDAMENTOS DE ALGORITMOS,CÁLCULO E GEOMETRIA ANALÍTICA II - A,LÓGICA PARA COMPUTAÇÃO,TEORIA DOS GRAFOS E ANÁLISE COMBINATÓRIA,SEMÂNTICA FORMAL N,TÉCNICAS DE CONSTRUÇÃO DE PROGRAMAS,EMPREENDIMENTO EM INFORMÁTICA,FUNDAMENTOS DE PROCESSAMENTO DE IMAGENS,ENGENHARIA DE SOFTWARE N,MODELOS DE LINGUAGEM DE PROGRAMAÇÃO
Introdução à Ciência de Computação I,Laboratório de Introdução à Ciência de Computação I,Prática em Lógica Digital,Introdução à Lógica Digital,Eletrônica para Computação,Algoritmos e Estruturas de Dados I,Prática em Sistemas Digitais,Sistemas Digitais,Organização de Arquivos,Modelagem Computacional em Grafos,Sistemas Operacionais I,Teoria da Computação e Linguagens Formais,Arquitetura de Computadores,Geometria Analítica,Cálculo I,Matemática Discreta I,Cálculo II,Cálculo IV,Estatística,Álgebra Linear e Equações Diferenciais,Organização de Computadores Digitais I,Bases de Dados,Computação Gráfica,Cálculo Numérico,Engenharia de Software,Redes de Computadores,Inteligência Artificial,Programação Matemática,Programação Concorrente,Linguagens de Programação e Compiladores
