Prática em Lógica Digital,Introdução à Lógica Digital,Eletrônica para Computação,Prática em Sistemas Digitais,Sistemas Digitais,Arquitetura de Computadores,Sistemas de Informação,Matemática Discreta I,Estatística,Informação Profissional em Ciências da Computação,Evolução Histórica da Computação e Aplicações,Computadores e Sociedade I,Projeto Supervisionado I,Projeto Supervisionado II,Laboratório de Física Geral I,Computação Gráfica,Processos Estocásticos,Introdução ao Desenvolvimento Web
SEMANTICA DE LINGUAGENS,COMPUTABILIDADE,PROBABILIDADE E ESTATISTICA,EQUACOES DIFER E DE DIFERENCAS,ESTRUTURAS DISCRETAS,LOGICA PARA COMPUTACAO,O HUMANO E O FENOM RELIGIOSO,ETICA CRISTA,ETICA SOCIOAMBIENT DIR HUMANOS,LAB DE MECANICA NEWTONIANA,INTRODUCAO A PROGRAMACAO,INTR INT HUMANO-COMPUTADOR,MODELAGEM DE DADOS,PROGRAMACAO MODULAR,ENGENHARIA DE REQUISITOS,MODELAGEM DE SOFTWARE,ESPEC/ANAL FORMAL DE SISTEMAS
Introdução à Ciência de Computação I,Laboratório de Introdução à Ciência de Computação I,Introdução à Ciência de Computação II,Algoritmos e Estruturas de Dados I,Organização de Arquivos,Modelagem Computacional em Grafos,Programação Orientada a Objetos,Algoritmos Avançados e Aplicações,Sistemas Operacionais I,Teoria da Computação e Linguagens Formais,Geometria Analítica,Cálculo I,Cálculo II,Cálculo III,Cálculo IV,Álgebra Linear e Equações Diferenciais,Física Básica I,Organização de Computadores Digitais I,Bases de Dados,Cálculo Numérico,Engenharia de Software,Redes de Computadores,Inteligência Artificial,Programação Matemática,Programação Concorrente,Linguagens de Programação e Compiladores
